[17:31:55] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:31:55] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[17:31:55] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2847 for Minecraft 1.12.2 loading
[17:31:55] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_321, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_321
[17:31:55] [main/DEBUG] [FML]: Java classpath at launch is:
[17:31:55] [main/DEBUG] [FML]:     forge-1.12.2-14.23.5.2847-universal.jar
[17:31:55] [main/DEBUG] [FML]:     log4jfix/Log4jPatcher-1.0.0.jar
[17:31:55] [main/DEBUG] [FML]: Java library path at launch is:
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\Saved Games\Python\Scripts\
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\Saved Games\Python\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\ProgramData\Oracle\Java\javapath
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[17:31:55] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[17:31:55] [main/DEBUG] [FML]:     C:\Program Files\Git\cmd
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\AppData\Local\Microsoft\WindowsApps
[17:31:55] [main/DEBUG] [FML]:     
[17:31:55] [main/DEBUG] [FML]:     C:\Users\unai\AppData\Local\Programs\Microsoft VS Code\bin
[17:34:07] [Server thread/DEBUG] [FML]: Examining file ElevatorMod-1.12.2-1.3.14.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file ElevatorMod-1.12.2-1.3.14.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (xyz.vsngamer.elevator.ElevatorMod) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for elevatorid: Requirements: [] After:[] Before:[]
[17:34:07] [Server thread/DEBUG] [FML]: Examining file EnderStorage-1.12.2-2.4.6.137-universal.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file EnderStorage-1.12.2-2.4.6.137-universal.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.enderstorage.EnderStorage) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for enderstorage: Requirements: [forge@[14.23.4,), codechickenlib@[3.2.3,)] After:[forge@[14.23.4,), codechickenlib@[3.2.3,)] Before:[]
[17:34:07] [Server thread/DEBUG] [FML]: Attempting to load the file version.properties from EnderStorage-1.12.2-2.4.6.137-universal.jar to locate a version number for mod enderstorage
[17:34:07] [Server thread/WARN] [FML]: Mod enderstorage is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 2.4.6.137
[17:34:07] [Server thread/DEBUG] [FML]: Examining file FastFurnace-1.12.2-1.3.1.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file FastFurnace-1.12.2-1.3.1.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (shadows.fastfurnace.FastFurnace) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for fastfurnace: Requirements: [] After:[] Before:[]
[17:34:07] [Server thread/DEBUG] [FML]: Examining file FastLeafDecay-v14.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file FastLeafDecay-v14.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (net.olafkeijsers.fastleafdecay.FastLeafDecay) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for fastleafdecay: Requirements: [] After:[] Before:[]
[17:34:07] [Server thread/DEBUG] [FML]: Examining file FastWorkbench-1.12.2-1.7.3.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file FastWorkbench-1.12.2-1.7.3.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (shadows.fastbench.FastBench) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for fastbench: Requirements: [] After:[] Before:[]
[17:34:07] [Server thread/DEBUG] [FML]: Examining file foamfix-0.10.10-1.12.2.jar for potential mods
[17:34:07] [Server thread/TRACE] [FML]: Located mcmod.info file in file foamfix-0.10.10-1.12.2.jar
[17:34:07] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (pl.asie.foamfix.FoamFix) - loading
[17:34:07] [Server thread/TRACE] [FML]: Parsed dependency info for foamfix: Requirements: [forge@[14.23.3.2673,)] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file Forgelin-1.8.4.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file Forgelin-1.8.4.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (net.shadowfacts.forgelin.Forgelin) - loading
[17:34:08] [Server thread/TRACE] [FML]: Using custom language adapter net.shadowfacts.forgelin.KotlinAdapter for net.shadowfacts.forgelin.Forgelin (modid: forgelin)
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for forgelin: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file ftb-ultimine-1202.3.5.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file ftb-ultimine-1202.3.5.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.mods.ftbultimine.FTBUltimine) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbultimine: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBAcademyMod-1.1.0.65.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBAcademyMod-1.1.0.65.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.mods.ftbacademymod.FTBAcademyMod) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbacademymod: Requirements: [ftblib@[5.4.7.2,), kubejs, ftbquests] After:[ftblib@[5.4.7.2,), ftbquests] Before:[kubejs]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBBackups-1.1.0.1.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBBackups-1.1.0.1.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.mods.ftbbackups.FTBBackups) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbbackups: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBBanners-1.1.0.12.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBBanners-1.1.0.12.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.ftbbanners.FTBBanners) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbbanners: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBGuides-2.0.0.52.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBGuides-2.0.0.52.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.mods.ftbguides.FTBGuides) - loading
[17:34:08] [Server thread/INFO] [FML]: Disabling mod ftbguides it is client side only.
[17:34:08] [Server thread/DEBUG] [FML]: Skipping mod com.feed_the_beast.mods.ftbguides.FTBGuides, container opted to not load.
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBLib-5.4.7.2.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBLib-5.4.7.2.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.ftblib.FTBLib) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftblib: Requirements: [forge@[14.23.5.2768,)] After:[forge@[14.23.5.2768,), jei@[4.6.0,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBQuests-1202.9.0.13.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBQuests-1202.9.0.13.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.ftbquests.FTBQuests) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbquests: Requirements: [ftblib@[5.4.7.2,), itemfilters] After:[ftblib@[5.4.7.2,), itemfilters, gamestages, ic2, ftbutilities, botania, buildcraftcore, projecte, customnpcs] Before:[kubejs]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBTutorialMod-1.0.0.11.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBTutorialMod-1.0.0.11.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.mods.ftbtutorialmod.FTBTutorialMod) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbtutorialmod: Requirements: [ftblib@[5.4.3.138,)] After:[ftblib@[5.4.3.138,)] Before:[kubejs]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file FTBUtilities-5.4.1.130.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file FTBUtilities-5.4.1.130.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.feed_the_beast.ftbutilities.FTBUtilities) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ftbutilities: Requirements: [ftblib@[5.4.7.1,)] After:[ftblib@[5.4.7.1,), aurora] Before:[kubejs]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file GameStages-1.12.2-2.0.123.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file GameStages-1.12.2-2.0.123.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (net.darkhax.gamestages.GameStages) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for gamestages: Requirements: [bookshelf@[2.2.458,)] After:[bookshelf@[2.2.458,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file harvestables-1.2.1.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file harvestables-1.2.1.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (technicianlp.harvestables.Harvestables) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for harvestables: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file Hats-1.12.2-7.1.1.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file Hats-1.12.2-7.1.1.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (me.ichun.mods.hats.common.Hats) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for hats: Requirements: [ichunutil@[7.0.2,8.0.0)] After:[ichunutil@[7.0.2,8.0.0)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file iChunUtil-1.12.2-7.2.2.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file iChunUtil-1.12.2-7.2.2.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (me.ichun.mods.ichunutil.common.iChunUtil) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ichunutil: Requirements: [forge@[14.23.5.2781,99999.24.0.0)] After:[forge@[14.23.5.2781,99999.24.0.0)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file industrialforegoing-1.12.2-1.12.13-237.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file industrialforegoing-1.12.2-1.12.13-237.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.buuz135.industrial.IndustrialForegoing) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for industrialforegoing: Requirements: [forge@[14.23.5.2806,), teslacorelib@[1.0.15,)] After:[forge@[14.23.5.2806,), teslacorelib@[1.0.15,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file Instrumental-Mobs-1.2.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file Instrumental-Mobs-1.2.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.mrbysco.instrumentalmobs.InstrumentalMobs) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for instrumentalmobs: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file InventoryTweaks-1.63.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file InventoryTweaks-1.63.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (invtweaks.forge.InvTweaksMod) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for inventorytweaks: Requirements: [forge@[14.21.0,)] After:[forge@[14.21.0,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Attempting to load the file version.properties from InventoryTweaks-1.63.jar to locate a version number for mod inventorytweaks
[17:34:08] [Server thread/DEBUG] [FML]: Found version 1.63+release.109.220f184 for mod inventorytweaks in version.properties, using
[17:34:08] [Server thread/DEBUG] [FML]: Examining file ironchest-1.12.2-7.0.72.847.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file ironchest-1.12.2-7.0.72.847.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (cpw.mods.ironchest.IronChest) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for ironchest: Requirements: [forge@[14.21.0.2359,)] After:[forge@[14.21.0.2359,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Attempting to load the file version.properties from ironchest-1.12.2-7.0.72.847.jar to locate a version number for mod ironchest
[17:34:08] [Server thread/DEBUG] [FML]: Found version null for mod ironchest in version.properties, using
[17:34:08] [Server thread/WARN] [FML]: Mod ironchest is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 1.12.2-7.0.67.844
[17:34:08] [Server thread/DEBUG] [FML]: Examining file ItemFilters-1.0.4.2.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file ItemFilters-1.0.4.2.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.latmod.mods.itemfilters.ItemFilters) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for itemfilters: Requirements: [] After:[forestry] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file jei_1.12.2-4.16.1.302.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file jei_1.12.2-4.16.1.302.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (mezz.jei.JustEnoughItems) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for jei: Requirements: [forge@[14.23.5.2816,)] After:[forge@[14.23.5.2816,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file jetif-1.12.2-1.5.2.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file jetif-1.12.2-1.5.2.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (lykrast.jetif.JETIF) - loading
[17:34:08] [Server thread/INFO] [FML]: Disabling mod jetif it is client side only.
[17:34:08] [Server thread/DEBUG] [FML]: Skipping mod lykrast.jetif.JETIF, container opted to not load.
[17:34:08] [Server thread/DEBUG] [FML]: Examining file journeymap-1.12.2-5.7.1.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file journeymap-1.12.2-5.7.1.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (journeymap.common.Journeymap) - loading
[17:34:08] [Server thread/TRACE] [FML]: Using mcmod dependency info for journeymap: [] [Forge@[14.23.5.2768,)] []
[17:34:08] [Server thread/DEBUG] [FML]: Examining file JustEnoughResources-1.12.2-0.9.2.60.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file JustEnoughResources-1.12.2-0.9.2.60.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (jeresources.JEResources) - loading
[17:34:08] [Server thread/INFO] [FML]: Disabling mod jeresources it is client side only.
[17:34:08] [Server thread/DEBUG] [FML]: Skipping mod jeresources.JEResources, container opted to not load.
[17:34:08] [Server thread/DEBUG] [FML]: Examining file justthetips-1.12-1.0.1.1.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file justthetips-1.12-1.0.1.1.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (com.deflatedpickle.justthetips.JustTheTips) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for justthetips: Requirements: [] After:[*] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file KubeJS-forge-1.12.2-1.1.0.65.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file KubeJS-forge-1.12.2-1.1.0.65.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (dev.latvian.kubejs.KubeJS) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for kubejs: Requirements: [forge@[14.23.4.2765,)] After:[forge@[14.23.4.2765,), aurora] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file letsencryptcraft-1.10.2-1.2.0.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file letsencryptcraft-1.10.2-1.2.0.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (uk.co.cloudhunter.letsencryptcraft.LetsEncryptCraft) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for letsencryptcraft: Requirements: [] After:[] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file MainMenuScale-1.3.2.jar for potential mods
[17:34:08] [Server thread/DEBUG] [FML]: The mod container MainMenuScale-1.3.2.jar appears to be missing an mcmod.info file
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (me.modmuss50.mms.MainMenuScale) - loading
[17:34:08] [Server thread/INFO] [FML]: Disabling mod mainmenuscale it is client side only.
[17:34:08] [Server thread/DEBUG] [FML]: Skipping mod me.modmuss50.mms.MainMenuScale, container opted to not load.
[17:34:08] [Server thread/DEBUG] [FML]: Examining file Mantle-1.12-1.3.3.55.jar for potential mods
[17:34:08] [Server thread/TRACE] [FML]: Located mcmod.info file in file Mantle-1.12-1.3.3.55.jar
[17:34:08] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (slimeknights.mantle.Mantle) - loading
[17:34:08] [Server thread/TRACE] [FML]: Parsed dependency info for mantle: Requirements: [forge@[14.21.1.2387,)] After:[forge@[14.21.1.2387,)] Before:[]
[17:34:08] [Server thread/DEBUG] [FML]: Examining file MineTogether-1.12.2-2.3.9.jar for potential mods
[17:34:09] [Server thread/TRACE] [FML]: Located mcmod.info file in file MineTogether-1.12.2-2.3.9.jar
[17:34:09] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (net.creeperhost.minetogether.CreeperHost) - loading
[17:34:09] [Server thread/TRACE] [FML]: Parsed dependency info for minetogether: Requirements: [] After:[] Before:[]
[17:34:09] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (net.creeperhost.minetogether.serverstuffs.CreeperHostServer) - loading
[17:34:09] [Server thread/TRACE] [FML]: Parsed dependency info for minetogetherserver: Requirements: [] After:[] Before:[]
[17:34:09] [Server thread/ERROR] [FML]: Unable to read a class file correctly
java.lang.IllegalArgumentException: null
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at net.minecraftforge.fml.common.discovery.asm.ASMModParser.<init>(ASMModParser.java:57) [ASMModParser.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.findClassesASM(JarDiscoverer.java:102) [JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.discover(JarDiscoverer.java:77) [JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.ContainerType.findMods(ContainerType.java:47) [ContainerType.class:?]
	at net.minecraftforge.fml.common.discovery.ModCandidate.explore(ModCandidate.java:74) [ModCandidate.class:?]
	at net.minecraftforge.fml.common.discovery.ModDiscoverer.identifyMods(ModDiscoverer.java:93) [ModDiscoverer.class:?]
	at net.minecraftforge.fml.common.Loader.identifyMods(Loader.java:427) [Loader.class:?]
	at net.minecraftforge.fml.common.Loader.loadMods(Loader.java:568) [Loader.class:?]
	at net.minecraftforge.fml.server.FMLServerHandler.beginServerLoading(FMLServerHandler.java:98) [FMLServerHandler.class:?]
	at net.minecraftforge.fml.common.FMLCommonHandler.onServerStart(FMLCommonHandler.java:333) [FMLCommonHandler.class:?]
	at net.minecraft.server.dedicated.DedicatedServer.init(DedicatedServer.java:125) [nz.class:?]
	at net.minecraft.server.MinecraftServer.run(MinecraftServer.java:486) [MinecraftServer.class:?]
	at java.lang.Thread.run(Unknown Source) [?:1.8.0_321]
[17:34:09] [Server thread/ERROR] [FML]: There was a problem reading the entry module-info.class in the jar .\mods\MineTogether-1.12.2-2.3.9.jar - probably a corrupt zip
net.minecraftforge.fml.common.LoaderException: java.lang.IllegalArgumentException

	at net.minecraftforge.fml.common.discovery.asm.ASMModParser.<init>(ASMModParser.java:63) ~[ASMModParser.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.findClassesASM(JarDiscoverer.java:102) [JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.discover(JarDiscoverer.java:77) [JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.ContainerType.findMods(ContainerType.java:47) [ContainerType.class:?]
	at net.minecraftforge.fml.common.discovery.ModCandidate.explore(ModCandidate.java:74) [ModCandidate.class:?]
	at net.minecraftforge.fml.common.discovery.ModDiscoverer.identifyMods(ModDiscoverer.java:93) [ModDiscoverer.class:?]
	at net.minecraftforge.fml.common.Loader.identifyMods(Loader.java:427) [Loader.class:?]
	at net.minecraftforge.fml.common.Loader.loadMods(Loader.java:568) [Loader.class:?]
	at net.minecraftforge.fml.server.FMLServerHandler.beginServerLoading(FMLServerHandler.java:98) [FMLServerHandler.class:?]
	at net.minecraftforge.fml.common.FMLCommonHandler.onServerStart(FMLCommonHandler.java:333) [FMLCommonHandler.class:?]
	at net.minecraft.server.dedicated.DedicatedServer.init(DedicatedServer.java:125) [nz.class:?]
	at net.minecraft.server.MinecraftServer.run(MinecraftServer.java:486) [MinecraftServer.class:?]
	at java.lang.Thread.run(Unknown Source) [?:1.8.0_321]
Caused by: java.lang.IllegalArgumentException
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at org.objectweb.asm.ClassReader.<init>(Unknown Source) ~[asm-all-5.2.jar:5.2]
	at net.minecraftforge.fml.common.discovery.asm.ASMModParser.<init>(ASMModParser.java:57) ~[ASMModParser.class:?]
	... 12 more
[17:34:09] [Server thread/WARN] [FML]: Zip file MineTogether-1.12.2-2.3.9.jar failed to read properly, it will be ignored
net.minecraftforge.fml.common.LoaderException: java.lang.IllegalArgumentException

	at net.minecraftforge.fml.common.discovery.asm.ASMModParser.<init>(ASMModParser.java:63) ~[ASMModParser.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.findClassesASM(JarDiscoverer.java:102) ~[JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.JarDiscoverer.discover(JarDiscoverer.java:77) [JarDiscoverer.class:?]
	at net.minecraftforge.fml.common.discovery.ContainerType.findMods(ContainerType.java:47) [ContainerType.class:?]
	at net.minecraftforge.fml.common.discovery.ModCandidate.explore(ModCandidate.java:74) [ModCandidate.class:?]
	at net.minecraftforge.fml.common.discovery.ModDiscoverer.identifyMods(ModDiscoverer.java:93) [ModDiscoverer.class:?]
	at net.minecraftforge.fml.common.Loader.identifyMods(Loader.java:427) [Loader.class:?]
	at net.minecraftforge.fml.common.Loader.loadMods(Loader.java:568) [Loader.class:?]
	at net.minecraftforge.fml.server.FMLServerHandler.beginServerLoading(FMLServerHandler.java:98) [FMLServerHandler.class:?]
